customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01328,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,106.99,1314.93,No
CUST01329,Female,0,No,Yes,46,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.89,3987.36,No
CUST01330,Male,0,Yes,No,58,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,No,Electronic check,62.61,3650.8,No
CUST01331,Male,0,Yes,Yes,31,Yes,DSL,Yes,No,No,No,No,One year,No,Electronic check,29.91,916.7,No
CUST01332,Female,0,Yes,No,6,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,Yes,Electronic check,42.89,314.87,No
CUST01333,Male,0,Yes,No,10,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,50.06,603.61,No
CUST01334,Female,1,Yes,Yes,64,Yes,Fiber optic,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,59.97,3924.78,No
CUST01335,Female,0,No,No,15,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.64,1172.07,Yes
CUST01336,Female,0,Yes,No,42,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Mailed check,39.85,1712.47,No
CUST01337,Female,0,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.8,4228.52,No
CUST01338,Male,0,Yes,No,27,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,42.41,1125.57,Yes
CUST01339,Female,0,Yes,No,4,Yes,Fiber optic,No,No,No,Yes,Yes,Two year,Yes,Electronic check,63.47,287.44,No
CUST01340,Male,1,Yes,Yes,59,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,133.62,7840.35,No
CUST01341,Female,0,No,No,57,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,103.73,5840.08,No
CUST01342,Male,0,No,No,47,Yes,DSL,No,Yes,No,No,Yes,One year,No,Credit card,88.34,4188.89,No
CUST01343,Male,0,No,No,65,Yes,Fiber optic,No,No,No,No,Yes,One year,No,Electronic check,60.94,4038.79,No
CUST01344,Female,0,Yes,No,56,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.08,2701.44,Yes
CUST01345,Male,0,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,71.83,3488.47,No
CUST01346,Female,0,No,Yes,24,Yes,DSL,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,35.16,952.94,No
CUST01347,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.2,411.48,Yes
CUST01348,Female,0,No,No,52,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.04,3684.57,No
CUST01349,Female,0,Yes,No,61,Yes,DSL,No,No,Yes,No,No,Two year,No,Credit card,73.31,4401.99,No
CUST01350,Female,0,No,Yes,50,Yes,DSL,Yes,No,Yes,No,No,Two year,No,Electronic check,32.39,1691.41,No
CUST01351,Male,0,No,No,47,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,75.25,3592.64,No
CUST01352,Male,0,No,No,52,Yes,Fiber optic,No,No,No,No,No,Two year,No,Credit card,68.02,,No
CUST01353,Male,0,No,Yes,20,Yes,Fiber optic,Yes,No,No,No,Yes,Two year,Yes,Credit card,50.08,1041.82,No
CUST01354,Female,0,No,Yes,8,Yes,Fiber optic,Yes,No,No,No,No,One year,Yes,Bank transfer,79.61,559.44,No
CUST01355,Male,0,Yes,No,45,Yes,Fiber optic,Yes,No,No,Yes,No,One year,Yes,Mailed check,64.04,2888.14,No
CUST01356,Male,0,No,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,81.37,5723.75,No
CUST01357,Male,0,No,No,9,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,89.46,833.49,No
CUST01358,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,46.88,230.49,Yes
CUST01359,Male,0,No,No,51,Yes,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.68,3797.14,No
CUST01360,Male,0,Yes,No,30,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,76.2,2314.42,Yes
CUST01361,Male,0,Yes,No,65,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Credit card,105.09,,No
CUST01362,Male,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,95.02,3075.12,Yes
CUST01363,Male,1,No,No,38,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,65.29,2399.02,No
CUST01364,Male,1,No,Yes,4,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,63.36,329.95,No
CUST01365,Female,0,No,Yes,69,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer,77.74,5472.66,No
CUST01366,Male,0,No,Yes,24,Yes,DSL,No,Yes,Yes,Yes,No,Two year,No,Electronic check,45.91,1113.05,No
CUST01367,Male,0,No,No,31,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.66,1625.67,Yes
CUST01368,Male,1,Yes,Yes,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,62.3,2811.54,No
CUST01369,Female,0,No,Yes,62,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,No,Credit card,18.0,1060.88,No
CUST01370,Female,0,No,No,58,Yes,Fiber optic,Yes,No,Yes,No,Yes,Two year,No,Mailed check,49.26,3038.54,No
CUST01371,Female,0,No,Yes,56,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,65.69,3571.06,No
CUST01372,Male,0,No,No,7,Yes,DSL,No,No,No,Yes,No,Month-to-month,No,Credit card,142.9,1039.56,Yes
CUST01373,Male,0,No,No,6,No,DSL,Yes,No,No,No,Yes,One year,Yes,Mailed check,57.9,300.74,No
CUST01374,Male,0,Yes,No,60,Yes,Fiber optic,No,No,No,No,No,One year,No,Electronic check,90.51,5419.33,No
CUST01375,Female,0,No,Yes,66,Yes,Fiber optic,Yes,No,No,No,No,Two year,Yes,Electronic check,69.05,4689.81,No
CUST01376,Female,0,No,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.0,,Yes
CUST01377,Female,1,Yes,No,66,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,46.94,3077.55,Yes
CUST01378,Female,0,Yes,No,23,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,35.36,774.99,Yes
CUST01379,Female,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,No,No,Yes,One year,No,Electronic check,108.43,2761.11,Yes
CUST01380,Female,0,Yes,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,40.75,418.65,Yes
CUST01381,Female,0,No,No,57,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.09,6345.08,No
CUST01382,Male,1,Yes,Yes,48,Yes,DSL,Yes,No,No,Yes,Yes,One year,No,Bank transfer,64.72,3101.19,No
CUST01383,Male,0,Yes,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,53.32,795.9,Yes
CUST01384,Female,0,No,No,72,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.09,,No
CUST01385,Male,1,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,114.05,,Yes
CUST01386,Male,0,No,No,56,Yes,DSL,No,No,Yes,Yes,No,Two year,Yes,Mailed check,56.54,3141.84,No
CUST01387,Female,0,Yes,No,15,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,64.45,990.04,No
CUST01388,Male,0,Yes,No,57,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,98.38,5439.59,Yes
CUST01389,Female,0,No,No,35,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,85.84,2973.05,No
CUST01390,Female,0,No,No,17,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,125.94,2214.58,No
CUST01391,Male,0,No,No,4,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,103.13,285.95,Yes
CUST01392,Female,1,No,No,45,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,56.59,2701.88,No
CUST01393,Female,0,Yes,Yes,11,Yes,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,106.56,1206.54,No
CUST01394,Female,0,No,No,32,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,25.94,824.05,No
CUST01395,Male,0,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,93.26,6448.84,No
CUST01396,Female,0,No,Yes,64,No,Fiber optic,No,Yes,No,No,Yes,One year,No,Mailed check,57.63,3625.36,No
CUST01397,Female,1,Yes,No,36,Yes,Fiber optic,No,No,No,No,Yes,One year,No,Mailed check,88.89,3318.82,Yes
CUST01398,Female,0,No,No,53,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,123.09,6543.29,No
CUST01399,Male,0,Yes,No,60,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,32.24,1944.92,Yes
CUST01400,Male,0,Yes,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,97.07,4356.52,No
CUST01401,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.0,1461.21,No
CUST01402,Male,1,No,No,59,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,90.51,5290.93,No
CUST01403,Male,0,Yes,Yes,6,Yes,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.5,299.52,No
CUST01404,Male,0,No,No,38,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Credit card,71.76,2777.5,No
CUST01405,Male,0,Yes,No,56,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,49.92,2805.41,No
CUST01406,Male,0,No,No,41,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.75,3372.17,Yes
CUST01407,Male,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,41.39,1151.92,No
CUST01408,Female,0,No,No,30,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,63.07,1910.07,No
CUST01409,Male,0,Yes,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,89.75,2935.25,No
CUST01410,Male,0,Yes,No,54,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,55.68,3063.88,No
CUST01411,Male,0,Yes,Yes,72,No,DSL,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,64.09,4580.02,No
CUST01412,Female,0,Yes,Yes,56,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Electronic check,51.34,2757.54,Yes
CUST01413,Male,0,Yes,No,23,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Yes,Credit card,80.42,1854.31,Yes
CUST01414,Female,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,70.56,622.99,No
CUST01415,Female,0,No,No,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,55.68,1876.39,No
CUST01416,Female,0,No,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.23,3596.63,No
CUST01417,Female,0,Yes,No,46,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Credit card,77.95,3575.66,No
CUST01418,Male,0,Yes,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.54,1090.0,Yes
CUST01419,Female,1,Yes,Yes,6,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,72.89,453.87,No
CUST01420,Male,0,Yes,Yes,18,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.83,1415.54,No
CUST01421,Female,0,Yes,Yes,52,Yes,DSL,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,77.9,4114.45,No
CUST01422,Female,1,Yes,No,48,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Credit card,60.74,3082.85,No
CUST01423,Female,0,Yes,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,89.13,2996.4,No
CUST01424,Female,0,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,98.04,2288.78,Yes
CUST01425,Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,90.18,1068.57,Yes
CUST01426,Female,0,No,No,70,No,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,79.25,5609.9,No
CUST01427,Female,0,Yes,No,31,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Bank transfer,38.34,1049.84,No
CUST01428,Female,0,No,No,56,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,115.89,6519.61,No
CUST01429,Male,0,Yes,Yes,33,Yes,Fiber optic,Yes,Yes,No,No,No,Two year,No,Electronic check,75.47,2426.6,No
CUST01430,Female,0,Yes,Yes,41,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,81.8,3354.11,Yes
CUST01431,Male,0,No,No,46,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.37,2598.54,No
CUST01432,Male,1,Yes,No,25,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.63,1578.71,No
CUST01433,Male,0,Yes,No,68,Yes,DSL,No,No,Yes,Yes,Yes,Two year,No,Electronic check,103.48,7234.65,No
CUST01434,Female,0,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,93.57,3049.11,No
CUST01435,Male,1,No,No,55,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Credit card,66.22,3761.69,Yes
CUST01436,Male,0,No,No,66,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,112.19,7278.28,Yes
CUST01437,Male,0,Yes,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,48.77,1268.82,No
CUST01438,Female,0,Yes,No,17,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,31.98,610.73,No
CUST01439,Male,0,No,No,70,Yes,DSL,No,No,No,No,No,One year,No,Credit card,25.77,1787.76,Yes
CUST01440,Female,0,Yes,Yes,57,Yes,Fiber optic,No,No,No,Yes,Yes,Two year,No,Credit card,93.87,5417.71,No
CUST01441,Female,0,Yes,No,57,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.6,3280.07,No
CUST01442,Female,0,Yes,No,69,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,70.49,4800.53,No
CUST01443,Female,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,101.36,303.71,No
CUST01444,Male,0,No,Yes,68,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,82.22,5639.96,Yes
CUST01445,Male,0,Yes,No,8,Yes,DSL,No,No,No,No,No,Two year,Yes,Mailed check,44.35,241.97,No
CUST01446,Male,0,No,No,10,Yes,DSL,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,114.6,1157.12,Yes
CUST01447,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,66.73,1055.9,Yes
CUST01448,Female,0,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.43,574.16,Yes
CUST01449,Female,0,Yes,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.18,343.66,No
CUST01450,Male,0,Yes,No,9,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,46.11,456.58,Yes
CUST01451,Male,0,Yes,No,35,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,79.76,2663.52,Yes
CUST01452,Male,1,No,No,27,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,37.97,1011.82,No
CUST01453,Male,0,No,No,24,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.92,1698.8,Yes
CUST01454,Male,0,No,No,12,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,113.63,1426.67,No
CUST01455,Female,0,Yes,No,71,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.78,6544.93,No
CUST01456,Male,0,Yes,No,24,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,79.07,2056.13,No
CUST01457,Female,0,Yes,No,34,Yes,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.54,1538.05,No
CUST01458,Male,1,Yes,No,10,Yes,DSL,No,No,No,Yes,No,Two year,Yes,Electronic check,72.48,637.21,Yes
CUST01459,Male,1,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,54.1,912.22,Yes
CUST01460,Female,0,No,No,17,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Bank transfer,110.06,1921.08,Yes
CUST01461,Female,0,No,No,70,Yes,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,62.15,4383.47,No
CUST01462,Male,0,No,No,12,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,54.35,634.82,No
CUST01463,Male,0,Yes,No,37,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,68.56,2510.44,No
CUST01464,Male,0,Yes,No,39,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,54.46,2162.59,No
CUST01465,Female,0,No,No,5,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.89,355.94,No
CUST01466,Male,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,119.53,3132.5,Yes
CUST01467,Female,1,No,Yes,5,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Credit card,74.18,391.8,Yes
CUST01468,Male,0,No,Yes,12,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.93,591.35,Yes
CUST01469,Female,0,Yes,No,49,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,No,Credit card,70.05,3401.19,No
CUST01470,Male,1,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,42.23,1635.85,No
CUST01471,Female,0,No,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,145.84,5308.62,No
CUST01472,Female,0,No,No,15,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,119.02,1723.86,Yes
CUST01473,Male,0,No,No,45,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.18,4722.79,Yes
CUST01474,Male,0,No,Yes,66,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,92.79,6327.94,No
CUST01475,Female,0,No,No,62,Yes,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.86,4187.03,No
CUST01476,Male,0,Yes,Yes,12,Yes,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.41,836.97,Yes
CUST01477,Male,0,No,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,68.49,3246.53,No
CUST01478,Male,0,No,No,17,Yes,Fiber optic,No,No,No,Yes,No,Two year,No,Electronic check,133.42,2225.16,No
CUST01479,Male,0,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.2,4279.01,No
CUST01480,Male,0,Yes,No,34,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,59.9,1932.3,No
CUST01481,Male,0,No,Yes,54,No,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,71.39,3887.79,No
CUST01482,Male,0,No,No,39,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.92,3507.35,Yes
CUST01483,Male,0,Yes,No,49,No,Fiber optic,No,Yes,No,No,No,Two year,Yes,Mailed check,18.0,908.63,Yes
CUST01484,Male,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,83.83,5767.66,No
CUST01485,Male,0,No,Yes,9,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,18.0,291.94,Yes
CUST01486,Female,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,110.8,7250.57,Yes
CUST01487,Male,0,Yes,Yes,35,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,30.9,893.06,Yes
CUST01488,Male,0,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.92,553.53,No
CUST01489,Male,0,Yes,No,31,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,26.07,607.98,No
CUST01490,Female,0,No,No,4,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,119.02,418.29,No
CUST01491,Male,0,No,Yes,39,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.69,2753.99,Yes
CUST01492,Male,0,Yes,Yes,34,Yes,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,129.66,4430.27,No
CUST01493,Male,0,No,Yes,28,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,123.7,3391.82,Yes
CUST01494,Male,0,Yes,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,105.23,3391.39,No
CUST01495,Male,0,No,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.96,1815.7,No
CUST01496,Male,0,Yes,No,60,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Credit card,78.14,4611.74,No
CUST01497,Female,0,No,Yes,28,Yes,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,,3048.58,No
CUST01498,Female,0,No,Yes,1,No,DSL,Yes,Yes,Yes,No,No,One year,Yes,Credit card,83.72,0.0,Yes
CUST01499,Male,1,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,64.75,2470.6,No
CUST01500,Female,0,Yes,No,68,Yes,Fiber optic,Yes,No,Yes,Yes,No,Two year,No,Electronic check,82.79,5731.13,No
CUST01501,Female,1,Yes,No,28,Yes,Fiber optic,Yes,No,No,Yes,No,One year,Yes,Credit card,85.19,2314.76,No
CUST01502,Male,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,37.07,254.55,No
CUST01503,Male,0,No,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.83,3823.53,No
CUST01504,Male,0,Yes,No,30,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,90.33,2571.24,No
CUST01505,Female,0,No,No,27,Yes,DSL,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,95.86,2505.51,Yes
CUST01506,Male,0,No,No,21,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,80.08,1681.22,No
CUST01507,Female,0,Yes,Yes,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,63.8,3350.58,No
CUST01508,Male,0,Yes,Yes,10,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,69.2,777.86,No
CUST01509,Female,0,Yes,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,55.14,2376.67,No
CUST01510,Female,1,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.4,1784.04,Yes
CUST01511,Male,0,No,No,28,Yes,DSL,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.25,2623.48,No
CUST01512,Male,0,Yes,Yes,15,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,134.7,2095.22,Yes
CUST01513,Female,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,43.89,2430.97,No
CUST01514,Male,0,Yes,Yes,33,Yes,DSL,Yes,Yes,No,Yes,No,Two year,No,Credit card,105.67,3525.33,No
CUST01515,Male,1,Yes,No,67,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,No,Electronic check,83.57,5631.58,No
CUST01516,Female,0,No,Yes,60,Yes,DSL,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,33.97,1972.5,No
CUST01517,Male,1,No,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,71.56,3927.85,No
CUST01518,Male,0,Yes,No,32,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.45,2253.36,No
CUST01519,Male,0,No,Yes,69,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,73.96,5047.9,Yes
CUST01520,Male,0,No,Yes,42,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Credit card,100.19,4150.97,No
CUST01521,Female,0,No,Yes,31,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,No,Mailed check,123.37,3726.09,Yes
CUST01522,Female,0,No,No,25,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,106.38,2821.29,No
CUST01523,Male,0,Yes,No,66,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.32,5197.77,No
